"id_agrupado","keys_sie","establecimientos","id_distrito","distrito","id_seccion","seccion","circuitos","rangos_mesas","num_mesas","nombre","direccion","localidad","cod_postal","geom","electores","votantes","validos","positivos","blancos","nulos"
2341,"02_050_01953","2341","02","Buenos Aires","050","General Pueyrredón","00367","1168-1177",10,"INSTITUTO PERALTA RAMOS","MAIPU 3351","(MAR DEL PLATA PARTE)","7600","0101000020E61000004A7B832F4CC64CC05FB532E197FE42C0",3498,2452,2429,2401.0,28,22
2342,"02_050_01954","2342","02","Buenos Aires","050","General Pueyrredón","00367","1178-1186",9,"ESCUELA NUEVA POMPEYA","MAIPU 4020","(MAR DEL PLATA PARTE)","7600","0101000020E6100000C993A46B26C74CC0B5A679C729FE42C0",3145,2439,2417,2392.0,25,22
2343,"02_050_01955","2343","02","Buenos Aires","050","General Pueyrredón","00367","1187-1192",6,"ESC SECUNDARIA DE ARTE","DIAG.J.B.ALBERDI 2428","(MAR DEL PLATA PARTE)","7600","0101000020E610000068791EDC9DC54CC0C746205ED7FF42C0",2097,1625,1609,1585.0,24,15
2344,"02_050_01975","2344","02","Buenos Aires","050","General Pueyrredón","00367","1193-1197",5,"JARDIN DE INFANTES SAN ROQUE","M.PEDRAZA 2053","MAR DEL PLATA","7600","0101000020E61000008109DCBA9BC54CC0A12FBDFDB9FA42C0",1746,1318,1311,1288.0,23,7
2345,"02_050_01957","2345","02","Buenos Aires","050","General Pueyrredón","00367","1198-1210",13,"ESCUELA EST N°2","SAN LUIS 1445","MAR DEL PLATA","7600","0101000020E61000004B9352D0EDC54CC0EC51B81E85FF42C0",4548,3496,3470,3406.0,64,17
2346,"02_050_01958","2346","02","Buenos Aires","050","General Pueyrredón","00367","1211-1219",9,"COLEGIO C.SAAVEDRA LAMAS","20 DE SEPTIEMBRE 1159","(MAR DEL PLATA PARTE)","7600","0101000020E6100000CDCCCCCCCCC64CC0FC1C1F2DCEFE42C0",3148,2450,2412,2348.0,64,15
2347,"02_050_01959","2347","02","Buenos Aires","050","General Pueyrredón","00367","1220-1227",8,"ESCUELA EP N°1","25 DE MAYO 2751 E/SAN LUIS Y MITRE","(MAR DEL PLATA PARTE)","7600","0101000020E610000075C8CD7003C64CC0560E2DB29DFF42C0",2799,2181,2421,2390.0,31,15
2348,"02_050_01960","2348","02","Buenos Aires","050","General Pueyrredón","00367","1228-1238",11,"ESCUELA EP N°5","3 DE FEBRERO 4212 Y SAN JUAN","(MAR DEL PLATA PARTE)","7600","0101000020E610000064AF777FBCC74CC0CAE0287975FE42C0",3848,2935,2908,2861.0,47,23
2349,"02_050_11946","2349","02","Buenos Aires","050","General Pueyrredón","00367","1239-1242",4,"ESCUELA FRANCOISE DOLTO","ESTRADA 5444","MAR DEL PLATA","7600","0101000020E610000008AF5DDA70C64CC030F2B22616FA42C0",1396,1054,997,988.0,9,9
2350,"02_050_01979","2350","02","Buenos Aires","050","General Pueyrredón","00367","1243-1244",2,"CLUB UNION","9 DE JULIO 3749","MAR DEL PLATA","7600","0101000020E6100000657094BC3AC74CC06688635DDCFE42C0",700,527,523,520.0,3,3
2351,"02_050_01961","2351","02","Buenos Aires","050","General Pueyrredón","00367","1245-1256",12,"ESCUELA ES N°1","MAIPU 5225 E/URUGUAY Y MARCONI","(MAR DEL PLATA PARTE)","7600","0101000020E61000003815A930B6C84CC04C37894160FD42C0",4196,3002,3250,3192.0,58,10
2352,"02_050_01962","2352","02","Buenos Aires","050","General Pueyrredón","00367","1257-1268",12,"INSTITUTO SANTA CECILIA","CORDOBA 1338","(MAR DEL PLATA PARTE)","7600","0101000020E61000004C70EA03C9C54CC0363CBD5296FF42C0",4195,3226,3200,3137.0,63,20
2353,"02_050_01963","2353","02","Buenos Aires","050","General Pueyrredón","00367","1269-1270",2,"INST.DE ENS.PRIVADO SARMIENTO","11 DE SETIEMBRE 3737","(MAR DEL PLATA PARTE)","7600","0101000020E6100000B7B41A12F7C64CC0B66AD784B4FE42C0",698,280,538,534.0,4,7
2354,"02_050_01964","2354","02","Buenos Aires","050","General Pueyrredón","00367","1271-1274",4,"INSTITUTO MINERVA","11 DE SEPTIEMBRE 4775","(MAR DEL PLATA PARTE)","7600","0101000020E610000063450DA661C84CC01990BDDEFDFD42C0",1401,1085,1079,1063.0,16,5
2355,"02_050_01965","2355","02","Buenos Aires","050","General Pueyrredón","00367","1275-1286",12,"ESCUELA ES N°2","H.YRIGOYEN 1346 Y 9 DE JULIO","(MAR DEL PLATA PARTE)","7600","0101000020E61000008B71FE2614C64CC01E1B81785DFF42C0",4198,2946,3202,3150.0,52,18
2356,"02_050_01967","2356","02","Buenos Aires","050","General Pueyrredón","00367","1287-1290",4,"CLUB GENERAL PUEYRREDON","HIPOLITO YRIGOYEN 1569","MAR DEL PLATA","7600","0101000020E61000002063EE5A42C64CC0882EA86F99FF42C0",1401,1067,1057,1047.0,10,10
2357,"02_050_01968","2357","02","Buenos Aires","050","General Pueyrredón","00367","1291-1300",10,"ESCUELA EP N°55/ES N°26","VALENCIA 5160 Y ROLDAN","(MAR DEL PLATA PARTE)","7600","0101000020E61000007AC2120F28C74CC0D6FF39CC97FB42C0",3492,2398,2637,2608.0,29,21
2358,"02_050_01969","2358","02","Buenos Aires","050","General Pueyrredón","00367","1301-1302",2,"SOC.DE FOMENTO NUEVA POMPEYA","SAN JUAN 1140","(MAR DEL PLATA PARTE)","7600","0101000020E6100000B329577897C74CC01F80D4264EFE42C0",698,544,540,537.0,3,3
2359,"02_050_01971","2359","02","Buenos Aires","050","General Pueyrredón","00367","1303-1313",11,"COLEGIO FRAY M.ESQUIU","LIBRES DEL SUD 299","(MAR DEL PLATA PARTE)","7600","0101000020E61000000F5F268A90C64CC04A0B9755D8FC42C0",3846,2970,2955,2920.0,35,15
2360,"02_050_01972","2360","02","Buenos Aires","050","General Pueyrredón","00367","1314-1327",14,"ESCUELA EST N°4","AV.JARA 861","(MAR DEL PLATA PARTE)","7600","0101000020E61000008E40BCAE5FC84CC0CC7F48BF7DFD42C0",4893,3825,3804,3740.0,64,15
2361,"02_050_06704","2361","02","Buenos Aires","050","General Pueyrredón","00367","1328-1339",12,"ESCUELA ES N°25","LIBRES DEL SUD 1450","(MAR DEL PLATA PARTE)","7600","0101000020E610000090A4A487A1C54CC0E59A02999DFB42C0",4147,3195,3175,3138.0,37,19
2362,"02_050_01981","2362","02","Buenos Aires","050","General Pueyrredón","00368","1340-1345",6,"ESCUELA EP N°3","RUTA 2 KM.393","CAMET","7612","0101000020E6100000081EDFDE35CC4CC089963C9E96F142C0",2100,1575,1558,1533.0,25,17
2363,"02_050_01982","2363","02","Buenos Aires","050","General Pueyrredón","00368","1346-1355",10,"ESCUELA MUNICIPAL N°11","LOS GRANADOS 4550","PARQUE CAMET","7605","0101000020E610000062821ABE85C74CC0A2F0D93A38F842C0",3503,2703,2387,2335.0,52,39
2364,"02_050_01983","2364","02","Buenos Aires","050","General Pueyrredón","00368","1356-1358",3,"JARD.DE INFANTES MUNICIPAL N°6","VIEDMA Y USHUAIA S/N","CAMET","7612","0101000020E61000002AC423F1F2CC4CC0E31934F44FF242C0",1052,529,790,769.0,21,15
2365,"02_050_07094","2365","02","Buenos Aires","050","General Pueyrredón","00368","1359-1365",7,"ESCUELA ES N°20","RUTA 2 KM.393","CAMET","7612","0101000020E61000008C648F5033CC4CC0A226FA7C94F142C0",2453,1314,1824,1767.0,57,22
2366,"02_050_07095","2366","02","Buenos Aires","050","General Pueyrredón","00368","1366-1367",2,"SOC.DE FOMENTO ESTACION CAMET","RUTA 2 KM.393","CAMET","7612","0101000020E6100000C7DADFD91ECD4CC07D04FEF0F3F142C0",701,526,521,500.0,21,5
2367,"02_050_11093","2367","02","Buenos Aires","050","General Pueyrredón","00368","1368-1373",6,"ESCUELA MUN. N°17/ES N°217","18 E/13 Y 15","CAMET","7612","0101000020E61000005419C6DD20C44CC0AF5A99F04BF342C0",2100,1626,1605,1575.0,30,15
2368,"02_050_11096","2368","02","Buenos Aires","050","General Pueyrredón","00368","1374-1377",4,"JARDIN DE INFANTES N° 929","ARTUZO Y BELLINZONA S/N°","B° 2 DE ABRIL","7612","0101000020E6100000F99D2633DECA4CC07539252026F742C0",1404,1055,1035,1020.0,15,20
2369,"02_050_11352","2369","02","Buenos Aires","050","General Pueyrredón","00368","1378-1379",2,"JARD.DE INF.MUNICIPAL N°18","ARANA 7120","CAMET","7612","0101000020E610000049A12C7C7DC74CC078B7B24467F742C0",697,527,517,509.0,8,9
2370,"02_050_12333","2370","02","Buenos Aires","050","General Pueyrredón","00368","1380-1383",4,"JARDIN DE INF.MUNIC. N°29","FITZ ROY N°1471 ESQ.26","CAMET","7612","0101000020E6100000325A475513C44CC0DCA0F65B3BF342C0",1405,1010,982,965.0,17,20
2371,"02_050_13044","2371","02","Buenos Aires","050","General Pueyrredón","00368","1384-1391",8,"ESCUELA EP N°79","B°2 DE ABRIL","B° 2 DE ABRIL","7612","0101000020E6100000A27DACE0B7CB4CC0CB0EF10F5BF442C0",2616,1723,1940,1908.0,32,32
2372,"02_050_01985","2372","02","Buenos Aires","050","General Pueyrredón","00369","1392-1399",8,"ESCUELA EP N°49/ES N° 13","ARGENTINA Y ADOLFO S/N","SIERRA DE LOS PADRES","7601","0101000020E6100000A759A0DD21E34CC0793F6EBF7CF842C0",2805,1904,1869,1813.0,56,34
2373,"02_050_10143","2373","02","Buenos Aires","050","General Pueyrredón","00369","1400-1406",7,"ESCUELA EP N°48","RUTA 226 KM.12,5","SIERRA DE LOS PADRES","7601","0101000020E6100000A0C6BDF90DE34CC08D4468041BF542C0",2282,1778,1746,1727.0,19,29
2374,"02_050_02000","2374","02","Buenos Aires","050","General Pueyrredón","00370","1407-1412",6,"ESCUELA EP N°40","19 E/20 Y 22 S/N","B°LOS ACANTILADOS","7609","0101000020E6100000A81E69705BD34CC0DB8827BB991143C0",2103,1347,1521,1511.0,10,17
2375,"02_050_01989","2375","02","Buenos Aires","050","General Pueyrredón","00370","1413-1424",12,"ESCUELA EP N°69","ORTIZ DE ZARATE Y 216","B°BATAN","7601","0101000020E6100000A9A5B915C2CE4CC0533E0455A3FF42C0",4201,2994,3089,3009.0,80,31
2376,"02_050_01990","2376","02","Buenos Aires","050","General Pueyrredón","00370","1425-1436",12,"ESCUELA NUESTRA SRA.DE LUJAN","COLECTORA E/35 Y 35""A""","B°BATAN","7601","0101000020E6100000C0779B374EDA4CC0B7B41A12F70043C0",4205,3191,3098,3004.0,94,72
2377,"02_050_01991","2377","02","Buenos Aires","050","General Pueyrredón","00370","1437-1440",4,"ESC.MUNIC.DE ARTES Y OFICIOS","44 E/35 Y 33","B°BATAN","7601","0101000020E61000001212691B7FDA4CC079EBFCDB650143C0",1402,1073,1056,1033.0,23,16
2378,"02_050_01993","2378","02","Buenos Aires","050","General Pueyrredón","00370","1441-1445",5,"ESCUELA EP N°52","845 E/4 Y 6 B°SAN EDUARDO","CHAPADMALAL","7605","0101000020E6100000F44E05DCF3E04CC073DBBE47FD1B43C0",1751,1249,1223,1198.0,25,5
2379,"02_050_01994","2379","02","Buenos Aires","050","General Pueyrredón","00370","1446-1451",6,"ESCUELA EP N°60","AV.18 E/7 Y 9","CHAPADMALAL","7605","0101000020E6100000C79FA86C58DB4CC0217365506D0443C0",2101,1241,1226,1197.0,29,17
2380,"02_050_14796","2380","02","Buenos Aires","050","General Pueyrredón","00370","1452-1461",10,"ESCUELA ES N°31","GOÑI 1878","BOSQUE GRANDE","7601","0101000020E61000000DE36E10ADCD4CC07349D576130243C0",3505,2384,2350,2288.0,62,38
2381,"02_050_01996","2381","02","Buenos Aires","050","General Pueyrredón","00370","1462-1472",11,"ESCUELA ES N°9/ES N°32","134 E/145 Y 147","B°BATAN","7601","0101000020E6100000E0BDA3C684DC4CC066F9BA0CFFFF42C0",3854,2888,2875,2776.0,99,25
2382,"02_050_01998","2382","02","Buenos Aires","050","General Pueyrredón","00370","1473-1479",7,"ESCUELA EP N°24/EES N°42","29 Y 10 BIS S/N°","B°SAN JACINTO","7605","0101000020E6100000CE37A27BD6C94CC094D920938C0C43C0",2453,1505,1492,1468.0,24,3
2383,"02_050_01999","2383","02","Buenos Aires","050","General Pueyrredón","00370","1480-1489",10,"ESCUELA EP N°43","TETAMANTI 6496","PQUE.HERMOSO","7610","0101000020E61000001A868F8829D34CC06E6AA0F99C0543C0",3500,2362,2609,2516.0,93,12
2384,"02_050_13156","2384","02","Buenos Aires","050","General Pueyrredón","00370","1490-1496",7,"ESC.SEC.BASICA N°48","CANESA N°3740","B°LAS AMERICAS","7604","0101000020E6100000C132DBBA40D14CC0FE0461B8840243C0",2452,1798,1779,1715.0,64,18
2385,"02_050_02002","2385","02","Buenos Aires","050","General Pueyrredón","00370","1497-1507",11,"ESC.MUNICIPAL N°6/ES N°205","12 DE OCTUBRE 10045","B°BATAN","7601","0101000020E6100000CB9C2E8B89CD4CC08FC70C54C6FF42C0",3859,1936,2427,2363.0,64,54
2386,"02_050_11040","2386","02","Buenos Aires","050","General Pueyrredón","00370","1508-1511",4,"ESCUELA EP N°76","YAPEYU 1770","B°GRAL.BELGRANO","7611","0101000020E61000000C569C6A2DD04CC041F50F22190043C0",1403,1079,1051,1017.0,34,28
2387,"02_050_11036","2387","02","Buenos Aires","050","General Pueyrredón","00370","1512-1521",10,"ESCUELA EP N°63","236 E/39 Y 41","B°GRAL.BELGRANO","7611","0101000020E6100000CDE506431DD04CC0EFE53E390A0043C0",3499,2643,2580,2501.0,79,40
2388,"02_050_11038","2388","02","Buenos Aires","050","General Pueyrredón","00370","1522-1527",6,"ESCUELA EP N°73","CANESSA 1660","B°GRAL.BELGRANO","7601","0101000020E61000007B6B60AB04CF4CC006F52D73BA0043C0",2099,1625,1612,1550.0,62,14
2389,"02_050_11044","2389","02","Buenos Aires","050","General Pueyrredón","00370","1528-1539",12,"ESCUELA EP N°23","30 E/5 Y 7","B°BATAN","7601","0101000020E610000033164D6727E94CC0B6300BED9C0443C0",4199,3100,3046,2945.0,101,37
2390,"02_050_02001","2390","02","Buenos Aires","050","General Pueyrredón","00370","1540-1544",5,"JARD.DE INFANTES MUNICIPAL N°4","145 Y 133 S/N","BATAN","7601","0101000020E61000008D47A98427DA4CC01ADF1797AA0043C0",1749,1303,1293,1271.0,22,19
2391,"02_050_13208","2391","02","Buenos Aires","050","General Pueyrredón","00370","1545-1550",6,"ESCUELA ESPEC. N°509","RUTA 88 Y 35 BIS","","7601","0101000020E6100000F59F353FFEDA4CC02541B8020A0143C0",1945,1462,1444,1415.0,29,3
2392,"02_051_02006","2392","02","Buenos Aires","051","General Rodríguez","00374","0001-0011",11,"ESCUELA EP N°1","SARMIENTO 950","PLANTA URBANA","1748","0101000020E61000005B23827170794DC002BA2F67B64D41C0",3846,3248,3492,3411.0,81,28
2393,"02_051_10713","2393","02","Buenos Aires","051","General Rodríguez","00374","0012-0017",6,"ESCUELA EP N°8","OLAVARRIA Y MAR DEL PLATA","GRAL. RODRIGUEZ","1748","0101000020E61000003D5FB35C367C4DC0CC26C0B0FC5541C0",2099,1739,1781,1715.0,66,2
2394,"02_051_02007","2394","02","Buenos Aires","051","General Rodríguez","00374","0018-0027",10,"ESCUELA EP N°6","AV.25 DE MAYO 549","PLANTA URBANA","1748","0101000020E6100000B6662B2FF9794DC050711C78B54E41C0",3499,2974,2943,2860.0,83,26
2395,"02_051_10705","2395","02","Buenos Aires","051","General Rodríguez","00374","0028-0033",6,"ESCUELA NTRA.SRA.DE LUJAN","CATAMARCA Y FORMOSA","PLANTA URBANA","1748","0101000020E61000000536E7E0997E4DC0A741D13C804D41C0",2101,1437,1977,1916.0,61,6
2396,"02_051_02010","2396","02","Buenos Aires","051","General Rodríguez","00374","0034-0041",8,"COLEGIO SAN CARLOS BORROMEO","PELLEGRINI N°852","PLANTA URBANA","1748","0101000020E6100000FE98D6A6B1794DC042B5C189E84D41C0",2797,2346,2339,2252.0,87,7
2397,"02_051_02011","2397","02","Buenos Aires","051","General Rodríguez","00374","0042-0049",8,"ESCUELA EP N°19","H.YRIGOYEN N°950","PLANTA URBANA","1748","0101000020E61000000CB08F4E5D794DC02C9FE579704D41C0",2797,2073,2344,2249.0,95,15
2398,"02_051_02012","2398","02","Buenos Aires","051","General Rodríguez","00374","0050-0061",12,"COLEGIO MIXTO SAN JOSE","25 DE MAYO N° 178","PLANTA URBANA","1748","0101000020E6100000D80FB1C1C2794DC0A1478C9E5B4E41C0",4200,3557,3526,3429.0,97,31
2399,"02_051_02013","2399","02","Buenos Aires","051","General Rodríguez","00374","0062-0069",8,"ESCUELA ES N°2","INT.DR.GARCIA N°447","PLANTA URBANA","1748","0101000020E6100000D3C08F6AD87F4DC0E7559DD5024D41C0",2800,2309,2303,2213.0,90,5
2400,"02_051_02014","2400","02","Buenos Aires","051","General Rodríguez","00374","0070-0080",11,"ESCUELA EP N°2","MANSILLA N°269","PLANTA URBANA","1748","0101000020E61000009C50888043784DC059DAA9B9DC4E41C0",3853,3171,3445,3025.0,420,8
2401,"02_051_02015","2401","02","Buenos Aires","051","General Rodríguez","00374","0081-0084",4,"INST.SUP.DE FORMACION DOCENTE","DR.CHERUBINI Y PUEYRREDON S/N*","PLANTA URBANA","1748","0101000020E61000005260014C197A4DC0FE277FF78E4E41C0",1399,1153,1141,1102.0,39,11
2402,"02_051_02016","2402","02","Buenos Aires","051","General Rodríguez","00374","0085-0093",9,"ESCUELA DEL SUR","EVA PERON 254","PLANTA URBANA","1748","0101000020E6100000394206F2EC7A4DC0F6622827DA4D41C0",3150,2648,2622,2532.0,90,25
2403,"02_051_02018","2403","02","Buenos Aires","051","General Rodríguez","00374","0094-0100",7,"ESCUELA EP N°9","R.E.DE SAN MARTIN N° 692","PLANTA URBANA","1748","0101000020E610000013D38558FD7B4DC0670FB402434E41C0",2448,2043,2022,1945.0,77,21
2404,"02_051_07096","2404","02","Buenos Aires","051","General Rodríguez","00374","0101-0110",10,"ESCUELA ES N°1","ALEM N° 737","PLANTA URBANA","1748","0101000020E610000011C8258E3C7A4DC0444E5FCFD74E41C0",3502,2914,2970,2870.0,100,23
2405,"02_051_02009","2405","02","Buenos Aires","051","General Rodríguez","00374","0111-0117",7,"INSTITUTO MARTIN RODRIGUEZ","ESPAÑA N° 285","PLANTA URBANA","1748","0101000020E6100000390B7BDAE1794DC0C8EF6DFAB34D41C0",2456,2053,2023,1951.0,72,28
2406,"02_051_10707","2406","02","Buenos Aires","051","General Rodríguez","00374","0118-0127",10,"ESCUELA EP N°13/ES N°7","J.LINERA Y VELEZ SARSFIELD","GRAL. RODRIGUEZ","1748","0101000020E6100000DD06B5DFDA7F4DC0FD497CEE044D41C0",3505,2909,2895,2783.0,112,18
2407,"02_051_10716","2407","02","Buenos Aires","051","General Rodríguez","00374","0128-0135",8,"ESCUELA EP N°7","PTE.PERON Y SAN MARTIN","PLANTA URBANA","1748","0101000020E6100000CD57C9C7EE704DC02766BD18CA4F41C0",2803,1995,2143,2037.0,106,12
2408,"02_051_10723","2408","02","Buenos Aires","051","General Rodríguez","00374","0136-0147",12,"ESCUELA EP N°15/ES N°12","J.HERNANDEZ E/INGENIEROS-SAN ROQUE","GRAL. RODRIGUEZ","1748","0101000020E610000067B796C970764DC05B5CE333D94F41C0",4203,3227,3227,3086.0,141,11
2409,"02_051_10709","2409","02","Buenos Aires","051","General Rodríguez","00374","0148-0156",9,"ESCUELA EP N°21","PUERTO RICO Y FLORIDA","GRAL. RODRIGUEZ","1748","0101000020E610000083C30B2252734DC0BB63B14D2A5041C0",3151,2289,2611,2521.0,90,21
2410,"02_051_10711","2410","02","Buenos Aires","051","General Rodríguez","00374","0157-0165",9,"ESCUELA EP N°17","ABDALA Y CALLAO","PLANTA URBANA","1748","0101000020E61000008A5A9A5B21784DC01B84B9DDCB4D41C0",3152,2652,2633,2522.0,111,23
2411,"02_051_10719","2411","02","Buenos Aires","051","General Rodríguez","00374","0166-0172",7,"ESCUELA EP N°14/ES N°9","AZUAY Y BLAS PASCAL","GRAL. RODRIGUEZ","1748","0101000020E61000002E8CF4A276714DC045BC75FEED5041C0",2452,2005,2002,1909.0,93,9
2412,"02_051_12939","2412","02","Buenos Aires","051","General Rodríguez","00374","0173-0181",9,"ESCUELA EP N°10","HERNANDEZ E/ENCINA Y ALBERDI","LAS MALVINAS","1748","0101000020E6100000752ACF728F754DC0B8848DFC0B4E41C0",3150,2640,2607,2513.0,94,10
2413,"02_051_12942","2413","02","Buenos Aires","051","General Rodríguez","00374","0182-0191",10,"ESCUELA ET N°1","ALEM Y PTE.PERON","GRAL. RODRIGUEZ","1748","0101000020E61000004FC939B1877A4DC054A9D903AD4E41C0",3239,2683,2651,2558.0,93,23
2414,"02_052_02021","2414","02","Buenos Aires","052","General San Martín","00376","0001-0010",10,"ESCUELA ET N°3","AV.101 N°2281","CDAD.LIBERTADOR S.MA","1650","0101000020E610000099D36531B1454DC019CA8976154A41C0",3490,2503,2770,2731.0,39,17
2415,"02_052_02022","2415","02","Buenos Aires","052","General San Martín","00376","0011-0014",4,"COLEGIO MARIA INMACULADA","SENET HONORIO(119) N°2051","CDAD.LIBERTADOR S.MA","1650","0101000020E61000008386FE092E464DC07B6B60AB044B41C0",1395,1095,1085,1079.0,6,7
2416,"02_052_08685","2416","02","Buenos Aires","052","General San Martín","00376","0015-0024",10,"ESCUELA EP N°85","SALGUERO 2454","CDAD.LIBERTADOR S.MA","1650","0101000020E6100000A1D634EF38454DC0618907944D4941C0",3494,2274,2260,2225.0,35,14
2417,"02_052_02023","2417","02","Buenos Aires","052","General San Martín","00376","0025-0028",4,"ESCUELA ES N°20","RAMON L.FALCON(62) N°3676","CDAD.LIBERTADOR S.MA","1650","0101000020E6100000A12DE7525C454DC09AEB34D2524941C0",1399,1113,1093,1085.0,8,16
2418,"02_052_02024","2418","02","Buenos Aires","052","General San Martín","00376","0029-0039",11,"ESCUELA EP N°1","BELGRANO(52) N°3740","CDAD.LIBERTADOR S.MA","1650","0101000020E610000086032159C0444DC09964E42CEC4941C0",3845,3070,3056,3016.0,40,13
2419,"02_052_09077","2419","02","Buenos Aires","052","General San Martín","00376","0040-0044",5,"INSTITUTO C.PELLEGRINI","BELGRANO 3720","CDAD.LIBERTADOR S.MA","1650","0101000020E610000029CB10C7BA444DC0A7AE7C96E74941C0",1744,1412,1396,1383.0,13,12
2420,"02_052_02025","2420","02","Buenos Aires","052","General San Martín","00376","0045-0054",10,"ESCUELA ET N°4","SAN MARTIN(91) N°1714","CDAD.LIBERTADOR S.MA","1650","0101000020E61000006362F3716D444DC00AF4893C494A41C0",3494,2896,2873,2834.0,39,17
2421,"02_052_02026","2421","02","Buenos Aires","052","General San Martín","00376","0055-0064",10,"ESCUELA EP N°23","(85)BONIFACINI N°248","CDAD.LIBERTADOR S.MA","1650","0101000020E6100000BDFF8F1326444DC017B9A7AB3B4A41C0",3494,2507,2785,2756.0,29,9
2422,"02_052_02030","2422","02","Buenos Aires","052","General San Martín","00376","0065-0074",10,"ESCUELA PARROQ.JOSE M.ESTRADA","DARDO ROCHA(105) N°1853","CDAD.LIBERTADOR S.MA","1650","0101000020E6100000A110018750454DC0425BCEA5B84A41C0",3430,2492,2475,2444.0,31,11
2423,"02_052_02033","2423","02","Buenos Aires","052","General San Martín","00377","0075-0080",6,"ESCUELA EP N°63","LAS HERAS(104) N°1545","VILLA GREGORIA MATOR","1653","0101000020E61000009ACE4E0647454DC099F04BFDBC4541C0",2096,1684,1670,1645.0,25,14
2424,"02_052_02034","2424","02","Buenos Aires","052","General San Martín","00377","0081-0090",10,"INSTITUTO SANTA ANA","BOULEVARD BALLESTER 4705","VILLA BALLESTER PAR","1653","0101000020E6100000B4C876BE9F464DC03CF71E2E394641C0",3495,2770,2749,2708.0,41,21
2425,"02_052_12950","2425","02","Buenos Aires","052","General San Martín","00377","0091-0092",2,"JARDIN DE INFANTES N°910","BV.BALLESTER 5319","VILLA BALLESTER","1653","0101000020E6100000A6BE87A647474DC076B5CB6DB14541C0",701,567,558,552.0,6,9
2426,"02_052_02035","2426","02","Buenos Aires","052","General San Martín","00377","0093-0105",13,"ESCUELA EP N°3/ES N°45","LACROZE(61) N°25","VILLA BALLESTER","1653","0101000020E61000007B832F4CA6464DC0705B5B785E4641C0",4535,3706,3682,3626.0,56,14
